account_id,source_game_id,champion,game_id_list,begin_time,end_time
ZQNvazOjKnGS713V1GFVig96ne3LiqeFI3kJnI-Bw4HDOcfdZ60FxSTq,3697668302,79,"[3697668302, 3696580258, 3679815587]",1604442298025,1607466298025
QvEHp3tl7rNTlSGKdMjT4utlhaKMIN7j7cjVm5V4z9idqQ,3697668302,147,"[3697668302, 3697661934, 3696582484]",1605047098025,1607466298025
spq6DnCPYAnP6D19waGOdrk65bQ9sLwm3uBYE1XhmsLvL9Q,3697668302,202,"[3697668302, 3670897053, 3660683118, 3655560022, 3654636363, 3652269645, 3648111630]",1603837498025,1607466298025
ttb3yPA6vS5mKqFJXKMInhub5TzR_fZ_f6X2xlANb7foCg,3697668302,10,"[3697668302, 3678074561]",1603837498025,1607466298025
21VBjcYKBt-fDHjva9fMHUwPhE4veiYjMFa8_5x8oXc1E9-YnvUfRGx9,3697668302,555,"[3697668302, 3695312134, 3695158995, 3691712446, 3690156081, 3690098818, 3688413812]",1606256698025,1607466298025
aRd6y4ix6ZyQpIaVPrvuRO9i1lkDI8GlNYjwTsJdWOR3cQ,3697668302,84,"[3697668302, 3696582484, 3692522391, 3686052658, 3684553568, 3684222517, 3683847979, 3682817693, 3682632798, 3682426946, 3682385481, 3680944924, 3678739032, 3678709937, 3678652910, 3678310617]",1605651898025,1607466298025
LqNwBLY5NtZn_Hz908lS5X93sXdPIDsyBcI1AStHqU8CyA,3697668302,57,"[3697668302, 3697645230, 3697428499, 3696753729, 3695506980, 3693677934, 3690671797]",1606256698025,1607466298025
UAha5GQuiV8K7ykCSsbc1zp-8yeS6bfqS-5R4jr12kw5y1xtB3BeG1t_,3697668302,246,"[3697668302, 3659626904]",1603837498025,1607466298025
gRN9UXipY1gJGp6EnLU7h-WDx8ehYqX1gWK8354YNmBlfkiIuUVi2kYA,3697668302,145,"[3697668302, 3697549126, 3696109041, 3695165008, 3690689239]",1606256698025,1607466298025
h6EY1M9KspLDJFUpmZ_iJmq5wJxx3ViurFUhEUZyiLAKGFw,3697668302,121,[],1603837498025,1607466298025
qDhx5O6vqZTH-acy06yT6e9vSaBgbWa5WpK9RhM3CqzoYg54g8t8ZAW_,3684169604,202,"[3684169604, 3684106632, 3653181712, 3653103976, 3652962020, 3652857578]",1604196044343,1606615244343
qEwTJaXilsSTbpUs-plFwTAl7-WBxiFdzfL2f7fkbJU4Lw,3684169604,121,"[3684169604, 3682279071]",1603591244343,1606615244343
E3O-FblIUsZUAFcj6IW16HoCvxtacaF77H-w5Jf6BU5zGa8,3684169604,4,"[3684169604, 3680234033, 3675502101]",1604196044343,1606615244343
fUjXS5cQvsrL45YZ2a4BVl-nwn0Lnhm6vDxXrZryHDqiSPI,3684169604,267,"[3684169604, 3684201490, 3684115756, 3684034159, 3684020912, 3683786341, 3683832651, 3683657398, 3683682128, 3683558339, 3683301238, 3683208930, 3683195088, 3683170321, 3682938734, 3682878841, 3682890405, 3682764668, 3682718103, 3682713569, 3682646879, 3682523475, 3682490513, 3682465199, 3682462207, 3682378066, 3682025536, 3682002596, 3681947908, 3681943938, 3681374671, 3681140632, 3681018827, 3681075288, 3681012509, 3680964173, 3680950164, 3680934094, 3680870908, 3680466307, 3680510592, 3680397143, 3680400072, 3679643657, 3679469301, 3679434631, 3679400913, 3679347303, 3678935818, 3678902622, 3678714196, 3678666488, 3678565622, 3678527715, 3678439561, 3678360982, 3678335795, 3678229554, 3678272385, 3678197793, 3678205100, 3678116806, 3678093469, 3678110937, 3677414854, 3677355091, 3677258612, 3677203112, 3677054001, 3676964805, 3676827807, 3676813899, 3676758169, 3676790426, 3676655624, 3676650692, 3676577144, 3676573129, 3675245341, 3675185862, 3675171505, 3675096984, 3675072522, 3674463137, 3674324291, 3674241948]",1605405644343,1606615244343
-tRGDd1hjXkVPcQEM50z980gb-k_xm_MGeAbsNp1G5VbmaI,3684169604,8,"[3684169604, 3684129166, 3669617092, 3668226411, 3661022143, 3660842265]",1604196044343,1606615244343
rnRqPEMbYvLvGullPG8lLOOR9foge6Sb6zcI34igfb7PKA,3684169604,266,"[3684169604, 3673587677]",1602986444343,1606615244343
spq6DnCPYAnP6D19waGOdrk65bQ9sLwm3uBYE1XhmsLvL9Q,3684169604,145,"[3684169604, 3683991059, 3654034263, 3652237714]",1603591244343,1606615244343
eJb99LYX9fWva2kfNJbuFYrEYw-omOvjyqGmJvDj3w-O3LxTrrpb6csq,3684169604,236,"[3684169604, 3684201490, 3679269554, 3660646494, 3659944589]",1604196044343,1606615244343
m7JZxxa8fqsD2vcsXoB3a1mzEhmQf1vYPOvKy2STHcewCTUeFkrKQzaz,3684169604,28,"[3684169604, 3654991983, 3654648681, 3654584248]",1604196044343,1606615244343
wtDO-7hAlyFI56wFz6d5p1Kfn8lgFSibAtLu9RS1q8WM8So,3684169604,12,"[3684169604, 3682801673, 3682421890, 3679437901, 3676878421, 3676844404, 3676002123, 3675639878]",1605405644343,1606615244343
swytkw609pMDqMMmIpdeIfSZpl6yEz-HouLL8oL-TuicoA,3683991059,412,"[3683991059, 3683321501, 3683260366, 3683167018, 3683172853, 3682931827, 3680674034, 3679038194, 3679022638, 3678739032, 3678474871, 3676155675, 3675666048, 3674845852, 3674790918]",1605393535732,1606603135732
2qZeYET32Mtclrdcoxj4onSq-dSMqC6UnrqTrDhVHw,3683991059,114,[3683991059],1602974335732,1606603135732
spq6DnCPYAnP6D19waGOdrk65bQ9sLwm3uBYE1XhmsLvL9Q,3683991059,145,"[3683991059, 3654034263, 3652237714, 3640570980]",1602974335732,1606603135732
u0-U2ZasZN68KaFtFqKQ4BKwOfldgT2LuMYWed-nWeGnKlw,3683991059,3,"[3683991059, 3683655934, 3683622013, 3683414892, 3682284203, 3682290561, 3682233270, 3682113464, 3680603508, 3680555306, 3679225804, 3678692808, 3678525048, 3678457960, 3678406527, 3677305951, 3676773065, 3676559983, 3676496121, 3676387881, 3675755087, 3675336282, 3674965628, 3674930551, 3674896721, 3674852235, 3674845852]",1605393535732,1606603135732
0O9ycLKubV4nBKhHOq3BVDS68CQfmpRgEnpRR9EqARpaBaXs6_XfJc_A,3683991059,64,"[3683991059, 3660447922, 3657462011]",1603579135732,1606603135732
AN03f09MAuOJ56tVELBhtMZKX8B6jRpaBXRKu-R_kgz_k3POCfHibDB6,3683991059,516,[3683991059],1602974335732,1606603135732
813Cu-LJLdMr7GR-z65xgJKjUj20ME7WlneLjI8cp9pkVA,3683991059,777,"[3683991059, 3682464286, 3680002042, 3679815587]",1604788735732,1606603135732
VFL2KI-rVVGFUQsdZ5uIgFkV8Oh42yuevJ-4SsuzuhwHxA,3683991059,89,"[3683991059, 3681062342, 3680944924, 3680889442, 3680896011, 3680002042, 3678910461, 3674615251]",1605393535732,1606603135732
u1jz9ksWYNbJsTDvjrmc6wy6jrIeheIhRXgs1PUjquoIUAc,3683991059,20,"[3683991059, 3683792444, 3683655934, 3682534636, 3681269634, 3681009199, 3680943378, 3680140583, 3680070441, 3679995886, 3679949898, 3679429222, 3679341064, 3678645127, 3678344945, 3678214468, 3678182956, 3676889829, 3676759007, 3676671692, 3675361094, 3675317468, 3675234112, 3675159587, 3675164947, 3675133637]",1605393535732,1606603135732
-Jm1UYkbYqW_bk0sshk-JWz8O0Cvn9TwnTtly_N1Y4EMGA,3683991059,67,[3683991059],1602974335732,1606603135732
AYEQEstBWQ2dNZGsyvyEPs3iiWfmDbk2_1B9T6rQKPZ0Bw,3674176170,246,"[3674176170, 3673727599, 3673140941, 3643431016]",1603591859740,1606011059740
OfFMr6ImdMKnZv2w4p4IUsGlGCE_TsGi-rltJyTbF6o0uA,3674176170,126,"[3674176170, 3672919269]",1602987059740,1606011059740
HzCES184gLF74ZoueUpMIJcfmpYFeZBk2G0yCAe2cRlbMs4,3674176170,134,"[3674176170, 3674055948, 3672835457, 3672784395, 3672742803, 3672626025, 3672584533, 3672497470, 3672466071, 3672422353, 3672376101, 3671730003, 3671611501, 3671503307, 3671393699, 3671169530, 3671192121, 3671013332, 3670934780, 3670868924, 3670297609, 3670198347, 3670202524, 3670146317, 3670066393, 3670021468, 3669992850, 3669726533, 3669672466, 3669626886, 3668635478, 3668569519, 3668573247, 3668443553, 3668364922, 3668302730, 3668263981, 3668138287, 3668172719, 3668067781, 3667284352, 3667180152, 3667051873, 3666845327, 3666665968, 3666606530, 3666594747, 3666534733, 3664136030, 3664010433]",1604801459740,1606011059740
spq6DnCPYAnP6D19waGOdrk65bQ9sLwm3uBYE1XhmsLvL9Q,3674176170,81,"[3674176170, 3660586096, 3655567128, 3653897650, 3652489341, 3652422661, 3652309059, 3643753212]",1603591859740,1606011059740
tlaNZpl9Vn-8ZU7yoAePHkyLra4trdPhX40M3OTqn1froQ,3674176170,101,"[3674176170, 3650223615, 3649081293]",1602987059740,1606011059740
E3O-FblIUsZUAFcj6IW16HoCvxtacaF77H-w5Jf6BU5zGa8,3674176170,84,"[3674176170, 3674055948, 3656035795]",1602987059740,1606011059740
xlhuPCr32OOdQ_6rT8e0UvX4l9tvfZQyNT5VGnwbPqe7mM8,3674176170,412,[],1602382259740,1606011059740
WvvXax7orcfEtP-Pp_8E-McJS2cd78-QhDjA-2o5PFuTfzBxS4GrIYm1,3674176170,62,[3674176170],1602382259740,1606011059740
0O9ycLKubV4nBKhHOq3BVDS68CQfmpRgEnpRR9EqARpaBaXs6_XfJc_A,3674176170,2,"[3674176170, 3649119984]",1602382259740,1606011059740
XTwIS9Lo4s0GsHpieJX3cbFB8Y_Ps7Vn8R1KTF7dVZzR5b0,3674176170,112,"[3674176170, 3645316695]",1602382259740,1606011059740
Pv96N2a7z0urOhL1mXeN8JOZOKZtRbOGJpuKA1CbV7zxxjk,3670897053,163,[],1602199402468,1605828202468
LqNwBLY5NtZn_Hz908lS5X93sXdPIDsyBcI1AStHqU8CyA,3670897053,62,"[3670897053, 3670725176, 3670719044, 3669767879, 3669729617, 3669491372, 3668301313, 3668199467]",1604618602468,1605828202468
KRNRDM2BQ2hneLdkm09fRFwjDTwnWwP1TvO7f2eD7ld5aw,3670897053,80,"[3670897053, 3669491372, 3669357145, 3667985659, 3666726987]",1604618602468,1605828202468
GFfTeuecIeaOq5sC8wbatiM5wtHMZORGzFn19cQX4THKDLo,3670897053,30,"[3670897053, 3670920329, 3670297609, 3670198347, 3670153045, 3670021468, 3670003998, 3669867982, 3669872346, 3669754489, 3669726533, 3669674189, 3668856764, 3668815921, 3668698434, 3668635478, 3668454666, 3668199467, 3668172719, 3668068834, 3667997476, 3667992194, 3667949427, 3667609240, 3667634091, 3667592768, 3666663405, 3666605965, 3666534733, 3666489439, 3666140170, 3666084284, 3665997131, 3665943298, 3665825296, 3665812783, 3665711219, 3665582582, 3665374074, 3664527055, 3664541665, 3664438045, 3664408669, 3664307553, 3664271861, 3664144608, 3664093814, 3663991214, 3663687793, 3663690139, 3663568222, 3663532176, 3662865577, 3662778891, 3662698500, 3662608096, 3662503464, 3662386734, 3662314398, 3662205623, 3662168521, 3662064243, 3661985979, 3661258484, 3661166153, 3661083903, 3660981051, 3660861512, 3660747671, 3660642660]",1604618602468,1605828202468
D2_SAeSdt_CTjECW5yNi6TNf6WBZCeFvi8hKEk6Ew_nqddt1D05GdLWB,3670897053,238,"[3670897053, 3628974664, 3627853536]",1602199402468,1605828202468
tcZqd7-y6AZjD48ItNk8PTLItJ7QLAfIN--2Tvhf73pkEHt_6vuYiaSe,3670897053,134,"[3670897053, 3660726766, 3648543954, 3641023316]",1603409002468,1605828202468
0DUz8HV7SZQWFk8zz8scj3WiFlXL0eqE_DGXoEaqEarc5w,3670897053,20,"[3670897053, 3670787988, 3669733701, 3669574891, 3668184453, 3668067019, 3667431685, 3667174438, 3666730021, 3666587857, 3666573617, 3666531300, 3666468317, 3666398058, 3665441047, 3665379899, 3665256031]",1604618602468,1605828202468
spq6DnCPYAnP6D19waGOdrk65bQ9sLwm3uBYE1XhmsLvL9Q,3670897053,202,"[3670897053, 3660683118, 3655560022, 3654636363, 3652269645]",1604013802468,1605828202468
aRd6y4ix6ZyQpIaVPrvuRO9i1lkDI8GlNYjwTsJdWOR3cQ,3670897053,24,"[3670897053, 3669892211, 3668569519, 3668523916, 3667992194, 3666659519, 3666466011]",1604618602468,1605828202468
lyre9_vbWLesYwTDG9fjUvQOLU8UMFSwWBBl0uIvv_R8Myc,3670897053,267,"[3670897053, 3670798215, 3670639578, 3669971523, 3669606172, 3668111890, 3665459446, 3661981132, 3661964225, 3661060323, 3660739926, 3660642660]",1604618602468,1605828202468
QvEHp3tl7rNTlSGKdMjT4utlhaKMIN7j7cjVm5V4z9idqQ,3689742183,4,"[3689742183, 3684121950]",1603933200201,1606957200201
XKYFwj71H24-e6anLxOExIjaIIlJeI5KQ1Rg6aaaAmgtQQ,3689742183,164,[3689742183],1603328400201,1606957200201
tnSJyVS-nyLHVXI3OuI0nHcPtdu60RpZG_XCzEAMLGFlaQ,3689742183,89,"[3689742183, 3684002212, 3679830858, 3678785445, 3678764625, 3678692808, 3678310617]",1605142800201,1606957200201
_wHb19s0xtZKRZ0O-FkTjKomdzafTp_KK8W8t2Ra-dutgViwvmlVOAyE,3689742183,145,"[3689742183, 3686816282, 3681028732, 3678785445, 3678396423]",1605142800201,1606957200201
0O9ycLKubV4nBKhHOq3BVDS68CQfmpRgEnpRR9EqARpaBaXs6_XfJc_A,3689742183,104,"[3689742183, 3688446702, 3687264330, 3686158542, 3685514450, 3684575551, 3684530674, 3684500482, 3682749957, 3682040655, 3681265381]",1605747600201,1606957200201
3tbk0k1k8IUCEjozRXIZ7HbzAFrOOdZS7R8TxRzHngKmPw,3689742183,81,[3689742183],1603328400201,1606957200201
5e9rHKdqGWxhJyquLS5_VapxEBywH4QqB8pt376vvNtMtjU,3689742183,59,[],1603328400201,1606957200201
VzDRUMS8zroZkwfYBJf47wI8faVExzVQlf_DvJeMv-VUPQ,3689742183,12,"[3689742183, 3688548233, 3668442626]",1603933200201,1606957200201
zYL7-xr7XsgsKsdaWGiubnBltM0yejB0JZBgRBwNsEtA4pa-X78eOouF,3689742183,236,[3689742183],1603328400201,1606957200201
w5a072bIBpbdt4xq1pkebfF2UPLUHHU_MNMyi2a9ozGKMAk,3689742183,85,[],1603328400201,1606957200201
cmfR02hrT2R1b4i9dz6zo7c5GXstC8F7gyruWDUFTnqwGoQ,3689666686,26,"[3689666686, 3689615796, 3689579934, 3689515716, 3689413791, 3689409917, 3689390320, 3688630820, 3688561336, 3688070977, 3687936144, 3687922125, 3687808212, 3687770503, 3687220191, 3687079949, 3686948407, 3686849703, 3686796665, 3686655072, 3686660421, 3686585498, 3686523028, 3680280333, 3680169255, 3680140583, 3680031173]",1605745318811,1606954918811
w5a072bIBpbdt4xq1pkebfF2UPLUHHU_MNMyi2a9ozGKMAk,3689666686,126,[],1603326118811,1606954918811
3tbk0k1k8IUCEjozRXIZ7HbzAFrOOdZS7R8TxRzHngKmPw,3689666686,875,"[3689666686, 3674427944, 3670234393]",1603930918811,1606954918811
_wHb19s0xtZKRZ0O-FkTjKomdzafTp_KK8W8t2Ra-dutgViwvmlVOAyE,3689666686,21,"[3689666686, 3688390763, 3687165795, 3687120212, 3686861376]",1605745318811,1606954918811
UAha5GQuiV8K7ykCSsbc1zp-8yeS6bfqS-5R4jr12kw5y1xtB3BeG1t_,3689666686,112,"[3689666686, 3689642656, 3687904947, 3668301313, 3661240750]",1604535718811,1606954918811
UBCzXADItDp9B60Ufx0lGnA1eCsz0VOzK5EBY8zr77bVsQs,3689666686,164,"[3689666686, 3683826311, 3683664640, 3683569031, 3683466414, 3682968946, 3682579056]",1605745318811,1606954918811
qDhx5O6vqZTH-acy06yT6e9vSaBgbWa5WpK9RhM3CqzoYg54g8t8ZAW_,3689666686,145,"[3689666686, 3688751380, 3688510095, 3688413812, 3687079949, 3686770988, 3685238447, 3685188498, 3684642774]",1605745318811,1606954918811
jg9DtRKljVEVthT3ghHshhabauM0A4-IjsD9DM-0Kck0l3s,3689666686,74,"[3689666686, 3670021468, 3669892211, 3652874119]",1603930918811,1606954918811
0O9ycLKubV4nBKhHOq3BVDS68CQfmpRgEnpRR9EqARpaBaXs6_XfJc_A,3689666686,54,"[3689666686, 3689609087, 3689403121, 3688508063, 3688335580, 3683112880]",1605745318811,1606954918811
vXAHxSHcgjZIcKnzRJzSBqNoI3___i8rdDTE-XtxmGka8A,3689666686,876,"[3689666686, 3689642656, 3687904947, 3684436670, 3682732519, 3681208059]",1605745318811,1606954918811
_16iNjkhA8oWQ2YKZ8cWGgCBiADOkZZhAeaFjiHeI3-njA,3674427944,202,"[3674427944, 3673890867, 3673025311, 3672936897, 3672912808, 3672498931, 3672416839, 3672328099, 3670974957, 3670907988, 3670874779, 3670710557, 3670234393, 3670199127, 3670031967, 3670002627, 3669871624, 3669722759, 3666632668, 3666551798, 3665235044, 3665032925]",1604810997598,1606020597598
6YLqD5UDvwEY-zpF3sWv9NuhYNVU0aNYUu0nJ35s3yaW_NA,3674427944,236,"[3674427944, 3673718503, 3670122818, 3665943298, 3663891742]",1604206197598,1606020597598
LKPjM4Nis7q5MzFfvZZ8qjAQ4yvT-qkwc5T4T-DTJHmpgJk,3674427944,154,[3674427944],1602391797598,1606020597598
E3O-FblIUsZUAFcj6IW16HoCvxtacaF77H-w5Jf6BU5zGa8,3674427944,245,"[3674427944, 3672679860, 3672609735]",1603601397598,1606020597598
3tbk0k1k8IUCEjozRXIZ7HbzAFrOOdZS7R8TxRzHngKmPw,3674427944,875,"[3674427944, 3670234393, 3644660468, 3641549076, 3637844950]",1602996597598,1606020597598
V3aZbq2f3yc9aAlpiAQRNhCGu44UdegPTRodkD2Cgi1u5cp7ry55ggVw,3674427944,28,[3674427944],1602391797598,1606020597598
qnVJNLgmnN0McmF0cl5oUWq4CiW_4tLKof1d3wxLToW3oNs,3674427944,157,"[3674427944, 3667272710, 3664332113]",1603601397598,1606020597598
udGcvSgtAcL8HIjShlSiiaMZbMT9njwerqLc9IdON9oU4-vaUAViL9pP,3674427944,79,[3674427944],1602391797598,1606020597598
YPRmGtFPQngw3I9ATE_FK6hQvLhSI0Kq7j9BBL9k8T9mgA,3674427944,39,"[3674427944, 3672410430, 3665379899, 3662538127, 3655535844]",1604206197598,1606020597598
VBtq7hnWdAyT0Aul9molfkQ7p1-t01uK1ZFsArmnaE-be2CwXK0zJFcu,3674427944,136,[],1602391797598,1606020597598
N8ue_vnmBCn4zB4EhGQUSeM_vGhgsC_aHQTBlMIwGon1-cX5feGjdnkM,3672784395,85,"[3672784395, 3637598703]",1602303227097,1605932027097
3tbk0k1k8IUCEjozRXIZ7HbzAFrOOdZS7R8TxRzHngKmPw,3672784395,89,[3672784395],1602303227097,1605932027097
ZQNvazOjKnGS713V1GFVig96ne3LiqeFI3kJnI-Bw4HDOcfdZ60FxSTq,3672784395,36,"[3672784395, 3671376495]",1602908027097,1605932027097
Il-qqHrhvCSC07AWuTDH-C5t9dH2lJLLzG7twvI0fFiqeA,3672784395,202,"[3672784395, 3672630398, 3672245871, 3670268188, 3670220507, 3668660654, 3667431685, 3666516098]",1604722427097,1605932027097
IJ9kYPjHmU1CpzRCwjI8d5rRpczxwB24fx05sF59gaM-RQ,3672784395,777,"[3672784395, 3653201073, 3651245867, 3646527228]",1602908027097,1605932027097
cYEyzD5ftKF_16imrBb_rg0w8hBEH-zM7-i91Wsr8GGbuFs,3672784395,28,"[3672784395, 3663866043, 3651477114, 3651417499, 3651390102]",1604117627097,1605932027097
fOBghKGuesktMiMJCyBtnBD9HrqjFlLuChZSsbrjTQGs7g,3672784395,236,"[3672784395, 3626086379]",1602303227097,1605932027097
HzCES184gLF74ZoueUpMIJcfmpYFeZBk2G0yCAe2cRlbMs4,3672784395,134,"[3672784395, 3672742803, 3672626025, 3672584533, 3672497470, 3672466071, 3672422353, 3672376101, 3671730003, 3671611501, 3671503307, 3671393699, 3671169530, 3671192121, 3671013332, 3670934780, 3670868924, 3670297609, 3670198347, 3670202524, 3670146317, 3670066393, 3670021468, 3669992850, 3669726533, 3669672466, 3669626886, 3668635478, 3668569519, 3668573247, 3668443553, 3668364922, 3668302730, 3668263981, 3668138287, 3668172719, 3668067781, 3667284352, 3667180152, 3667051873, 3666845327, 3666665968, 3666606530, 3666594747, 3666534733, 3664136030, 3664010433, 3663817829, 3663790701, 3663722808, 3663690139, 3662607718, 3662577076, 3662479628]",1604722427097,1605932027097
OfFMr6ImdMKnZv2w4p4IUsGlGCE_TsGi-rltJyTbF6o0uA,3672784395,39,"[3672784395, 3672716575, 3648784402, 3631561244]",1602908027097,1605932027097
swytkw609pMDqMMmIpdeIfSZpl6yEz-HouLL8oL-TuicoA,3672784395,412,"[3672784395, 3671708390, 3671601602, 3664021163, 3663765023, 3663687793, 3662604070, 3662530236]",1604722427097,1605932027097
tcZqd7-y6AZjD48ItNk8PTLItJ7QLAfIN--2Tvhf73pkEHt_6vuYiaSe,3672716575,98,"[3672716575, 3646602328]",1602300996993,1605929796993
3tbk0k1k8IUCEjozRXIZ7HbzAFrOOdZS7R8TxRzHngKmPw,3672716575,80,"[3672716575, 3672657943, 3660924885, 3650842873, 3644885899, 3641513631]",1603510596993,1605929796993
XTwIS9Lo4s0GsHpieJX3cbFB8Y_Ps7Vn8R1KTF7dVZzR5b0,3672716575,245,[3672716575],1602300996993,1605929796993
0Kvr81eAemmyisMeI8utSwsx3yPCmm1_NGt5C5G2CMfipQ,3672716575,145,"[3672716575, 3669672466, 3654090592, 3652436355, 3651498297]",1604115396993,1605929796993
IJ9kYPjHmU1CpzRCwjI8d5rRpczxwB24fx05sF59gaM-RQ,3672716575,121,"[3672716575, 3653716557, 3634262419, 3628996571, 3628957849, 3626386036]",1602300996993,1605929796993
swytkw609pMDqMMmIpdeIfSZpl6yEz-HouLL8oL-TuicoA,3672716575,12,[3672716575],1602300996993,1605929796993
N8ue_vnmBCn4zB4EhGQUSeM_vGhgsC_aHQTBlMIwGon1-cX5feGjdnkM,3672716575,58,"[3672716575, 3643015283, 3634005496, 3632991416]",1602905796993,1605929796993
0PLpLEFNSDJQdMWZoJy6Cqc-NW-ldFWoa05QQwzsNshIfw,3672716575,202,"[3672716575, 3628379135, 3621913862]",1602300996993,1605929796993
OfFMr6ImdMKnZv2w4p4IUsGlGCE_TsGi-rltJyTbF6o0uA,3672716575,39,"[3672716575, 3648784402, 3631561244, 3628434955, 3624510799, 3624169538]",1602300996993,1605929796993
mUTW8Aa4QNSZ7JgDIAeRTdwlo3G3u8GfdLOIyzVPEDJMmUs,3672716575,876,"[3672716575, 3672489462, 3671356169, 3671148509, 3670066393, 3669971523, 3669884404, 3669575128, 3667348194, 3667025135, 3666538863]",1604720196993,1605929796993
WTiosqnC37JcEU01_BbxnHQCFdrQodZXdLvkZrtiwjhkpyw,3701373441,147,"[3701373441, 3701255840, 3700721647]",1605306756427,1607725956427
3woOcUhfRULenoDtX0k0LWksR3sl6bo7qY8IeYxUtNpW2Q,3701373441,81,"[3701373441, 3699124424]",1604701956427,1607725956427
813Cu-LJLdMr7GR-z65xgJKjUj20ME7WlneLjI8cp9pkVA,3701373441,3,[3701373441],1604097156427,1607725956427
WvvXax7orcfEtP-Pp_8E-McJS2cd78-QhDjA-2o5PFuTfzBxS4GrIYm1,3701373441,429,[3701373441],1604097156427,1607725956427
kub1l--02leMenD6me9whyw7UOMW4DMjsytEx8p2L2cmmDtQ1lY9HxxO,3701373441,120,"[3701373441, 3701278971, 3701263709, 3701205088, 3701148467, 3699886720, 3699204910, 3698984371, 3698139608, 3696480823, 3696422611, 3696289815, 3696225207, 3695747415, 3695669352, 3695150506, 3694876242, 3694402649, 3693869675, 3693880812, 3693713265, 3693559219, 3692505922, 3692319075, 3692277640, 3692251774]",1606516356427,1607725956427
XONSxl_mBSdfikegSk5kYdddcwFgDF2ojUmKVHGwnIZpSQ,3701373441,126,"[3701373441, 3700468636, 3695942837, 3695440891, 3695297868]",1606516356427,1607725956427
8Oe5IdQJ3D1xjfq8V1sLUTdXjubm1X8tvsP44VXdTLAVuQ,3701373441,64,[3701373441],1604097156427,1607725956427
KRNRDM2BQ2hneLdkm09fRFwjDTwnWwP1TvO7f2eD7ld5aw,3701373441,526,"[3701373441, 3701292592, 3701176860, 3700643222]",1605911556427,1607725956427
OfFMr6ImdMKnZv2w4p4IUsGlGCE_TsGi-rltJyTbF6o0uA,3701373441,142,"[3701373441, 3700421726, 3699039685, 3675406792]",1605306756427,1607725956427
ZQNvazOjKnGS713V1GFVig96ne3LiqeFI3kJnI-Bw4HDOcfdZ60FxSTq,3701373441,145,"[3701373441, 3700599706, 3699879362, 3699475378]",1605911556427,1607725956427
bX_rlkPek4rw9BJYzxmAVviqMTief05NR8VT4DBya7YybA,3701349972,203,"[3701349972, 3690875319, 3690852482, 3689796420, 3685161926]",1605909706720,1607724106720
813Cu-LJLdMr7GR-z65xgJKjUj20ME7WlneLjI8cp9pkVA,3701349972,20,"[3701349972, 3700032518]",1604700106720,1607724106720
aNEg3iheMC68MiyEeeYxEeEVU4335TeTnkRxqBPEWnVwtvg,3701349972,67,[3701349972],1604095306720,1607724106720
30iXXqxLW-io6Nu_eJId7aOZ1JmAUaMqYzgHIv1n5roI9JgDQKKWzlYo,3701349972,117,[3701349972],1604095306720,1607724106720
WTiosqnC37JcEU01_BbxnHQCFdrQodZXdLvkZrtiwjhkpyw,3701349972,267,[3701349972],1604095306720,1607724106720
WvvXax7orcfEtP-Pp_8E-McJS2cd78-QhDjA-2o5PFuTfzBxS4GrIYm1,3701349972,13,"[3701349972, 3697873607, 3695292415, 3689615796, 3678288269, 3675755087, 3673727599, 3673616595]",1605304906720,1607724106720
qDhx5O6vqZTH-acy06yT6e9vSaBgbWa5WpK9RhM3CqzoYg54g8t8ZAW_,3701349972,236,"[3701349972, 3701245622, 3700082042, 3699345402, 3699310104, 3698254652, 3694119830, 3693901244, 3692704432, 3692479474]",1606514506720,1607724106720
LqNwBLY5NtZn_Hz908lS5X93sXdPIDsyBcI1AStHqU8CyA,3701349972,62,"[3701349972, 3701255840, 3701241781, 3701176860, 3701191315, 3700552162, 3700198871, 3700103859, 3700016040, 3699939571, 3699770546, 3699226264, 3698959650, 3698848267, 3698844850, 3697829383, 3697760069, 3697694926, 3697630856, 3696677436, 3696582484, 3696447200, 3696387680, 3695645040, 3695466612, 3695379303, 3695313286, 3695178778, 3695150506, 3693969512, 3693962788, 3693880812, 3693718934, 3693486777, 3692485605, 3692366577, 3692272059, 3692153709]",1606514506720,1607724106720
VbLnj_9QTzN1i5n32se0c2FxknVB417Nl5d4AD9zWVKCy-APVgKvho4z,3701349972,104,"[3701349972, 3655415870, 3655381880]",1604095306720,1607724106720
QdNs1K8CHw83LaA7wyfKdazwumtkDSS239FLM0j82Ym5tf0,3701349972,555,"[3701349972, 3701255840, 3701238775, 3701148467, 3701155579, 3699135430, 3693771226]",1606514506720,1607724106720
vXAHxSHcgjZIcKnzRJzSBqNoI3___i8rdDTE-XtxmGka8A,3700193695,876,"[3700193695, 3695466612, 3692310597, 3689666686, 3689642656, 3687904947, 3684436670, 3682732519, 3681208059]",1605837200269,1607651600269
813Cu-LJLdMr7GR-z65xgJKjUj20ME7WlneLjI8cp9pkVA,3700193695,246,"[3700193695, 3700080916, 3679594099, 3679398497]",1605232400269,1607651600269
cmfR02hrT2R1b4i9dz6zo7c5GXstC8F7gyruWDUFTnqwGoQ,3700193695,54,[3700193695],1604022800269,1607651600269
cXI8fsN6Sdj9vGKXxJK55it867p0nf3Yl85Xc1ZefQZiBxOFi5Xfi2Wi,3700193695,67,"[3700193695, 3698448586]",1604627600269,1607651600269
